DNA_Index,
2.3117926,
2.2599416,
2.2401145,
2.2321422,
2.2106788,
2.2056453,
2.098125,
2.095011,
2.088681,
2.0806377,
2.058806,
2.033113,
2.0227778,
2.0145192,
2.0095944,
1.9761256,
1.960368,
1.9419724,
1.9038628,
1.883789,
1.8614769,
1.8531524,
1.849414,
1.8174212,
1.8094772,
1.7949641,
1.7397105,
1.6956927,
1.6021022,
1.5966313,
1.5318543,
1.5265949,
1.3911186,
1.3906554,
1.380034,
1.3470085,
1.3409239,
1.3403883,
1.3134787,
1.2746263,
1.2669804,
1.261049,
1.2511717,
1.2452967,
1.2445252,
1.2424531,
1.2417284,
1.2395067,
1.2369921,
1.2364997,
1.2347331,
1.2341144,
1.2327244,
1.2312064,
1.2290556,
1.2263539,
1.2259492,
1.2251209,
1.2247565,
1.2240552,
1.2235651,
1.2199721,
1.2183696,
1.217813,
1.2154255,
1.2129537,
1.2128634,
1.2108662,
1.2102482,
1.2075114,
1.2072858,
1.205447,
1.2052773,
1.2051413,
1.2050011,
1.2042825,
1.203451,
1.2014791,
1.1987399,
1.1976436,
1.1975327,
1.1967611,
1.1963443,
1.1950309,
1.1943824,
1.1942744,
1.1942241,
1.1938696,
1.193173,
1.1928256,
1.1915597,
1.1912541,
1.1911552,
1.1909667,
1.1907519,
1.1906812,
1.1903858,
1.189737,
1.1895843,
1.1894525,
1.1894064,
1.1893754,
1.1889659,
1.1888456,
1.1885157,
1.1879071,
1.1878381,
1.1868368,
1.1859001,
1.1847275,
1.1842532,
1.1832106,
1.1825721,
1.182311,
1.1822547,
1.1818254,
1.1812654,
1.1811043,
1.1809381,
1.18082,
1.1805794,
1.1796343,
1.1793294,
1.1789552,
1.1785653,
1.1776527,
1.1775553,
1.1772588,
1.1771557,
1.1767045,
1.1765965,
1.1762964,
1.1761067,
1.1759099,
1.1756469,
1.175502,
1.1746484,
1.1741849,
1.1739154,
1.1736188,
1.1734506,
1.1733376,
1.1733183,
1.1732664,
1.1731676,
1.1725191,
1.1724296,
1.1721835,
1.1721762,
1.1721623,
1.1721544,
1.1719825,
1.1716399,
1.1713916,
1.1712627,
1.1703157,
1.1701993,
1.1701173,
1.1700402,
1.1699007,
1.1697155,
1.1687635,
1.1687635,
1.1687317,
1.1686454,
1.1686238,
1.1679648,
1.1678693,
1.1678163,
1.1675212,
1.1671225,
1.1671067,
1.1670568,
1.1668928,
1.166436,
1.1663734,
1.1661379,
1.1659703,
1.1659428,
1.1658735,
1.1656737,
1.1656641,
1.1656036,
1.1654868,
1.165439,
1.1650702,
1.1650094,
1.1649843,
1.164964,
1.1649445,
1.1649154,
1.1648203,
1.1644323,
1.1643451,
1.1643369,
1.1642418,
1.1642303,
1.1640884,
1.1640204,
1.1639447,
1.1638217,
1.1635329,
1.1632369,
1.1631818,
1.1631638,
1.1629275,
1.1628898,
1.1625814,
1.1625764,
1.1625322,
1.1623036,
1.1623002,
1.1622016,
1.1621444,
1.1619197,
1.1615592,
1.1615,
1.1607623,
1.1607431,
1.160503,
1.1604955,
1.1603456,
1.1603329,
1.1602688,
1.1602125,
1.1601121,
1.1599845,
1.1598308,
1.1598227,
1.1597749,
1.1597427,
1.1597341,
1.1594188,
1.1591258,
1.159045,
1.1590229,
1.1590128,
1.1589699,
1.1588556,
1.1588337,
1.1587011,
1.1586035,
1.1585654,
1.1585584,
1.1582314,
1.1581875,
1.1578783,
1.1578001,
1.1577381,
1.157694,
1.1576674,
1.1575392,
1.1575185,
1.157313,
1.1570909,
1.1569709,
1.1569418,
1.1566374,
1.1566286,
1.1566232,
1.15642,
1.1563927,
1.1563756,
1.1561471,
1.1560245,
1.155452,
1.1553963,
1.1552182,
1.1551522,
1.1551003,
1.1549584,
1.1547083,
1.1543708,
1.1543127,
1.1540545,
1.1540363,
1.1539501,
1.1538635,
1.1536921,
1.15367,
1.1536674,
1.1536627,
1.1535652,
1.1534146,
1.1533905,
1.1533515,
1.1532861,
1.1532551,
1.1532373,
1.1531693,
1.153109,
1.1529198,
1.1529001,
1.152853,
1.1527677,
1.1526945,
1.1525759,
1.1525463,
1.1525315,
1.1525294,
1.1524651,
1.1524321,
1.1524129,
1.1523877,
1.1523619,
1.1523181,
1.1522465,
1.1521102,
1.1520971,
1.152062,
1.1518286,
1.1517103,
1.1515782,
1.1515056,
1.1512929,
1.1512476,
1.1512032,
1.1511718,
1.1511419,
1.1508962,
1.150812,
1.1507995,
1.1507384,
1.1506115,
1.1505973,
1.1505098,
1.1504884,
1.1502483,
1.1501741,
1.150033,
1.1500063,
1.1499584,
1.149932,
1.1498696,
1.1498332,
1.1498004,
1.1497964,
1.1496567,
1.1496512,
1.1496115,
1.1495938,
1.1495765,
1.1495109,
1.1493874,
1.1493826,
1.1493132,
1.1491351,
1.1490768,
1.1490089,
1.1489787,
1.1489519,
1.1489223,
1.1488998,
1.1488404,
1.148806,
1.1487815,
1.1487375,
1.1486458,
1.1485583,
1.1484945,
1.148482,
1.1484417,
1.1483337,
1.1482689,
1.1482612,
1.1482337,
1.1481472,
1.1480585,
1.1479014,
1.1478285,
1.1477984,
1.147761,
1.1477517,
1.1477497,
1.1477152,
1.1476958,
1.147633,
1.147628,
1.1475507,
1.1475078,
1.1474686,
1.1474156,
1.1473945,
1.1473789,
1.1473317,
1.1472151,
1.1470536,
1.1468923,
1.146832,
1.1467909,
1.1467857,
1.1465303,
1.1464376,
1.1464278,
1.146395,
1.1463587,
1.1463426,
1.1463413,
1.1463326,
1.1462688,
1.1460943,
1.14607,
1.1460049,
1.1459647,
1.1457546,
1.145749,
1.1457137,
1.1456062,
1.1456023,
1.1455479,
1.1455388,
1.1453863,
1.1452891,
1.1451666,
1.145116,
1.1448205,
1.1448166,
1.1448115,
1.1447452,
1.1447448,
1.1447003,
1.1446167,
1.1445726,
1.1444745,
1.1444132,
1.1443417,
1.1442676,
1.1442443,
1.1442382,
1.1442102,
1.1441163,
1.1440738,
1.1440492,
1.1440015,
1.1438414,
1.1436783,
1.1436486,
1.1436442,
1.1436288,
1.1435629,
1.1435316,
1.1433645,
1.1433342,
1.143248,
1.1432478,
1.1427467,
1.1427361,
1.1427202,
1.142682,
1.142558,
1.1425158,
1.1425128,
1.1424938,
1.1424762,
1.1422229,
1.1421825,
1.1421599,
1.1420132,
1.1418868,
1.1418738,
1.1418352,
1.1418324,
1.1418107,
1.141588,
1.1415682,
1.1415195,
1.1414922,
1.1414541,
1.1414217,
1.1413192,
1.1412511,
1.1412504,
1.1411936,
1.1411699,
1.1409092,
1.1408218,
1.1406251,
1.1405038,
1.1404068,
1.1403515,
1.1403135,
1.1402657,
1.1402142,
1.1402004,
1.1401743,
1.1400111,
1.1399838,
1.1399566,
1.139847,
1.1397877,
1.1397406,
1.1397058,
1.139476,
1.1393944,
1.139294,
1.1392916,
1.1391525,
1.1391525,
1.1391068,
1.1391022,
1.1390821,
1.1390574,
1.1390233,
1.138942,
1.1389068,
1.1389059,
1.1388581,
1.1387817,
1.1387339,
1.1386856,
1.138577,
1.1385678,
1.1385574,
1.1385387,
1.1385326,
1.1385263,
1.1384071,
1.1383724,
1.1383263,
1.1383072,
1.1381732,
1.1381323,
1.1380904,
1.1380328,
1.1380181,
1.13794,
1.1377981,
1.1376817,
1.13761,
1.1374787,
1.1374717,
1.1371254,
1.1370903,
1.1370342,
1.1369803,
1.1369202,
1.1369017,
1.1368407,
1.1367226,
1.1367166,
1.1367059,
1.1366879,
1.1365885,
1.1365614,
1.1365529,
1.1365012,
1.1364756,
1.1364392,
1.1364273,
1.1363314,
1.1362153,
1.1362071,
1.1361881,
1.1361793,
1.1360859,
1.1360589,
1.1359975,
1.1359789,
1.1359272,
1.1358533,
1.1357104,
1.1356568,
1.1354729,
1.1353827,
1.1352748,
1.1352661,
1.1352618,
1.1352446,
1.1352198,
1.1351941,
1.1350027,
1.1349905,
1.1348704,
1.134857,
1.1348101,
1.1345693,
1.1345673,
1.1345538,
1.134529,
1.1343286,
1.1341902,
1.1341759,
1.1341478,
1.1341152,
1.1340641,
1.1340532,
1.1339574,
1.1339319,
1.1338625,
1.1338229,
1.1337945,
1.133716,
1.1336693,
1.1336495,
1.1336383,
1.1336284,
1.1336248,
1.1335968,
1.133514,
1.133487,
1.133426,
1.1334229,
1.1333959,
1.1333611,
1.1333252,
1.1333246,
1.1332389,
1.13318,
1.1331689,
1.133099,
1.1330928,
1.1329803,
1.1329421,
1.1329103,
1.1328778,
1.1328743,
1.1328503,
1.132831,
1.1328282,
1.1328197,
1.1328113,
1.1325569,
1.1325184,
1.132445,
1.1324285,
1.1323198,
1.1322751,
1.1321328,
1.132006,
1.1319453,
1.1319202,
1.1319096,
1.1318994,
1.131857,
1.1317708,
1.1317674,
1.1317286,
1.1317024,
1.1316983,
1.1316801,
1.131628,
1.131602,
1.1315864,
1.1315604,
1.1314617,
1.1314067,
1.1314051,
1.1314012,
1.1312683,
1.1312515,
1.1311955,
1.1311617,
1.1311507,
1.1311439,
1.131139,
1.13109,
1.1310809,
1.1310623,
1.1310611,
1.1310254,
1.1309142,
1.1309015,
1.1308936,
1.1308821,
1.1308104,
1.1306874,
1.1306359,
1.1305184,
1.1305097,
1.130468,
1.1304388,
1.1304129,
1.1303896,
1.1303891,
1.1303579,
1.130275,
1.1301962,
1.1300886,
1.1300491,
1.130005,
1.1299616,
1.1299406,
1.1299337,
1.1299261,
1.1298306,
1.1297817,
1.1297529,
